id,pred
62625047c971e16abf8d524a7ff66055fb5a6d8d60c97eca7b33b7136b9c2c1e,0.126842
fbaae318004667d21230677014f8b4946965dd0fc2483bae5a9e54a319107b00,0.044802
72be5aade499db1fc9c405f1fb9fede05c4bb4b6712890d293190d10a2e0279b,0.035131
57f3bb6e7fab50f386688592f5a6ec9dd967a8245c57705a4f782579c56c1bc4,0.057598
940c7679e93df59985a03f246999292180b17224ea7589240937b2f112a80e86,0.001980
83e3bd4047a99e920f7fbda3749ba17658299ad77a8a8fcd865bee48444376c9,0.005151
16810efc63c1d3d7b7c2961562ec29c72db8599abe721ab50259653815218812,0.001836
e186679e17e0ed5db1beb7ef067e8d7ae18e994441be1a50605bc09de141a933,0.001964
9eb209325085656e7f605ab71e9ad13c84061974d4fe2e0b3fd8ecee1aa82b96,0.001317
e512f42c817f054c02e94b4a5d146276efa0fcfd199c77711a17eb2c55ed74dd,0.032001
c972a5e7d1dd6303d070c9e7ba568f9f8ac0804459e6dfcd2cd1f6ef41089149,0.021209
10058889aa0f91814263cc16cada34d7594f0b8c27cd693cbbef9542ae1cbbf7,0.000905
5c15ac98fef67be2f92f5ae7c41683c13d04e554ea1b218a1424d83cf4e1d11b,0.004524
a0bf641e6f9b188f9ef6f6a0555b4363d8faee18a573cc3e3ed03b0597bfef79,0.020261
41d1c3388e2e88ff3d2e4a0ef92d29860f30acb202da1efc1b84dc2312e7b47d,0.000182
900c51f5f370859fe99a856cd75c8887a233b20f1ae5192639c74bc70aee01a5,0.009830
1eeae93c2326085cca218db4c25d94979915c88537fc8915111ab1189ffe7414,0.010054
e51b907ceea6b96ca7d4ff8c5a71ec5f619b2a0b307b53ff0293d244cfac101e,0.001400
3a8e579d9f62da0edf01a486918496810bf5ffa4a0baab21bea4fb2d0a2e0dde,0.010868
341b6dc48aa5f3ea80e64ab4fcd5ee93037a754b343e9df2502e387cf0926b30,0.000435
320cbdb817563d339ef16ccc65bf23137978ec2ea2ee0e3f8f6419fcd4dc8545,0.499946
282a71377211d0cbbd25795fde4ab9b2748d5470b9317a93839b3ff288426da3,0.000290
fda405ae11667dcee88c85dc64ca278e7563b060d4508c6d4b8b802693f059a3,0.000846
eacea88fa779605b514e7721d4fdf7b7a2a5d55af44966ea22d4f381f67f0e5f,0.030012
570c2f60f39ad15ea445ba3f6c2f71490a09286a2eca6044c5291cf10c1ad51c,0.015773
06981e390a44a3321244003168b99dc7bbe90c92981461904768af77215941cd,0.003484
9ce68c079068dacd2e50b6763ba1d0e42ab2dd79086c635f73d4427692e9376c,0.003520
bd12331b9ea85e2ecc42e3605cee2ab7c17dd79b038527451eb3200823bf7c19,0.000080
0ff0f83ecc77499aab4eaadfcbea8dfe73f6123b05e26918bcbd619c83c0b39b,0.012679
2e305d2eec7a68d236b45d629c11087e28ee961a3bac2588d78615be0ace39ad,0.000011
150063af101e1b577990fc463c9b3d57f0fa91d82b942dbd1645becaea35f6f0,0.005697
0caa72cbacd02d4c28de99d1e656118d6ef619079e282206374799bf7ad087fa,0.000827
d56831501c310880b88bcb63a516c26d153f728c19e5afd28e5ba98a27e87e3c,0.064358
920a79dd31b7a68c66a36272b78e606743dccfeb8a239768ce4fee5ed9c0252b,0.002012
8914a3fe02acd6894d5a583015465e69997e4492af232c6eb1585de2e9a1e5bb,0.003654
95f77e251aa35172e667119230f6ed001d7c3bbce08e0d055b785e598c0d81e9,0.003737
e9aafed9f22524cbe74ed664064400c0a6c9f2109e74e3c74022c1dcfd3b4acc,0.000143
2b11bc6fc42a60238fc9173bd0c45a52e2f7d231162c313ad82be3ee2117f937,0.188257
e1a8fe75895d2aaf62270cd25da005d57b85f4dd0f9cf17904946b77f0165bf7,0.033179
d33972e4f99c4cd9e02e7809b94342cee9a9cb51b171f0f60c862b002756b42f,0.000767
7d8ce3e81e9f42445872661854efaa61fb681257dcccb743671f5a8b9262bd77,0.007471
76e22ddbabc1cf9d0623b20d7816019c9e743b34ddfde0ebe2c8b594878848a8,0.032977
d6138079c32fd799a6866b530ab420c806d749e82248c6a0313f44d7390e4900,0.019988
4936ced9dabe4ccc6471d5ce16d49e1c709b0eaf5f057046f6afaeef8c108481,0.001778
7958be0661e74d85df922779d8627e1fe6da17b4a7d59f779cfb1e80d9a06e77,0.003436
fec256eff9b6f25ddc72569a521d1d8598956c49e9ec4ab596b57157b9c372c3,0.107868
77734c205675b1de11c611ed0bac7b59bebe09470a08058f48b488266101af49,0.085555
162098d6ff41bd19a5dc7b6edff81d7f2b5e02d896411690358edfe5613b768b,0.019361
4c77a4829af42852d907140200698cefab89ad34faac18ca03c94abf26b0ae27,0.034467
89b243d88a4e8df89de21da951f1a7af73173c4937efe50775269a7d96132e0b,0.039877
f439bbd630d1b96a46ca5ce3bb45b289efea907f83a4107c756fdb5e22c13ae4,0.008468
f2f7878f19ef3ea96e05394c13fb8b37a4e3cf0ab30ca32fe4f908d63fc13a71,0.006150
1cc39d197b02b50ee63bbf55ca6304f68f386c164e45b4e5f905e1febe6d9b58,0.024504
1eca9b0426057a76de57b7c55f04ec670df448f4043482d9ca58c0d7a9f147e3,0.000226
51d3b1c39e545a6519e5ed9d1d1f8a9f50934ad7003834ae825ebed787332d82,0.024031
fecf15446d57774fa7f459e43645d0f27ae7d5b7508dd7860d0516d689b7695c,0.007058
e6603707997e73d1fad20fa6a11515e0776c2fadb3e7fca1ebcd6306f1139cc5,0.033971
fafd5dba916adc125ca38ecd5b7fb8e2497cb0ac06d275c9f27ed0057c894ea4,0.000733
eee2bab3e321d4093c6d0ff512b3a5d431d70b0f26f3c7ba255bc4951d172bc7,0.002807
3b10f82bbef5f7dba292c5217c82aa8c119862eb1dd75fdc1d3ebf72fbda86ed,0.066086
32bef305f03955244cb4914f58d8cdc00521674056c0f0f33771fe34e68f5c1c,0.000530
5771bcfb147044727a4ceddd276aaba9471de315ac3f15de7c89d978a395791b,0.129037
5b3474186428a76103ce80575bee76033147eff916e70df4ad6e8a4f76e06cf4,0.001455
6970043a00c65a532e1e05409fd55861377543c4fa4f0f9a02309ed060d70369,0.064780
8ab08981746c7d40cf8d62a0c1037bd55e391cad343cd5866c2d4064303f3351,0.219342
950ab608f4f354322f9c318cf11fb919e6980565be802c8c92964efb5ccab171,0.489889
24ee97a53beb0149c5dc3255a49aedabf3b51c200d026d88ff6dc841ee02638f,0.014762
cd3703ab92a38380030da1b22d7d7bf8eb2824060f9d57a05255ddf07f7cabe4,0.000110
340949c946492d546e894bbbae9716c50e90f27f3e6ef0699060d7e3bc0224d2,0.466294
c9aefaca291c1af6d4c8cf10408ff529de5fb8aba6ea01a2a3eeb5a092f7e402,0.000839
008a863358d4c519099b5a316a0a4f908e80d0adc7e0023ce170a91e4f66a294,0.629562
7cd8dc70ada286f71f1217387000ff58dd3374b666260ce990340393be033bbe,0.000028
f99ad56470a93983b0fb54fb276833f94457da40dfcf23eff6ee2da5864dd8fb,0.004077
6411bf9f2c58d516f2de2c04b8d796027cd0f6072080dbaaeb46b1a0c9daf2e3,0.002955
66636426f6a80cfcf4df22c8d80f711935d36cdd3618a3a349ed42a8d154cd2d,0.094774
ee8622b5ec08ce6e7aa4584988ddf37dba9843ead2273ab33209a5008cd03f13,0.066416
42e81cbde19529c8ebb07a2364041c212aeebcfc5989986ac4c02b5bf5f8f7bb,0.005003
6834ca1defc42848e3d0d601f93fe5b38506af65b0dce7cc28b72bf67f12ba87,0.008141
af6b93af19262ef7baf061077e299315c509bd98b35254f26496deb57cfc7fbf,0.005794
1ec00eba2dbbf22566ef8e6e68939630cd57d24e9cedbe6e78bcb44c0f704a35,0.022642
f4407494ad482aa595bfae51ef4030197b54f649901b9ad3c75bdcce85f0ac50,0.105474
9771cea40ad2f306630076c83d3162681f816f4ca8becbcdfe5c974fbd4b3065,0.193534
09601fccfc71bbee0628d9e39a0621fc19c2e339800ebfa95199416785f67320,0.066944
223844a124c69755166bebc4586121afb08c015d36a2a56a108ae07090d0e79e,0.103141
2c90d80895b05957bc48f5f9bee28699543cc012183ff37737010561311efa5c,0.073369
1d4ddc9c9fd1dadbeb4004d71c6401f8ccef62ce121053e96ade0f948f184749,0.027170
966a685605fdb89a60e65ef98262a8a03f313496c5987943315743bd4da35107,0.053527
e7f7ff1da567abcaea4bfd85b0e39c807fe4c0e46623690217a185bcb78b21e7,0.068684
d80719621fdfafb31978855b3415b10da87f92d1ec23708d4cedbe22453b3252,0.000496
a914805c11786989879e6393efaf47163b427e22ab75ae055721c82b1fa0e659,0.011710
9f7ae0868d8ce3699ad7ea504dffbafe357995b371858fccc839e1588dd14934,0.004149
c38147132fbc665e415d7b36f2325e7ca81db2029db0b49c506f803f14c885f0,0.029136
878f6a27ce075601bb1be5fa5dab95c0695599b9b8ee2dacecd5c3dfd466a4ca,0.082748
f7842d97fd66390c152136ae5870b977b478ad9ba48a341cbc84dbec5796106a,0.009955
e419009796360cac267fb2d8e7b3d5e06868320674caf57f48ce4d37f33f9360,0.002694
0e7b0823c2b6366d16a9191a604ef0c5abdf1e0b69b183536acd1beb0696df76,0.016693
a8f1f9fa8f71a4b1b3c7765ededbd38e01d7493b09a999688aae197c5030f065,0.095357
2cac3b1235abacef433b8ecf1b5efc81ba9cef448bd2285ceff8d728d5fe7b66,0.002106
54dbc9ba0ce94a4136e5053bbb2ba0b51bb88c5974335352114f4bb19a319043,0.056249
b80690a14c5cc5b503ae8b605f1d0cf20ef5d83b6796f9866c0ad22f7bf7d3a1,0.377011
2ad91476b9e9c3a8446024c2b402db0f0948886b1ef6138644df33b3596f9ef5,0.209571
57d45b1a07044ae6653042b98655f1246f66f1c123c3f8cc9b815e448f31fd69,0.020908
c438caf054bfb1573ffc77b0ade4fc823a525479ce5d86254479f1e66450a275,0.000144
6cc593f47b8f12863811734d8ac6ceaae8de9d29f771c4de2654bbc5cbf4564c,0.018884
64a49f87a09a4d62e1a530bc6bf13721cdd2e99321779fdb8313fcfc5c7aa714,0.021648
131bb98430778b3ada53127ac34d47c77b06f43bf1c83e11bcaafd81112c5001,0.296375
5cd9f47e0e126727ca706be8c28b2d4882659d1dca417c1fe8752151ff84492c,0.028382
caa143903829800d12c07900251393256554376fad2ddbdb6e2f7dfc5406d407,0.006127
8dff64867cc1be400743fcc8f65e5eeeff2df3c41f134ab3321a8283b411bc59,0.161884
1795f733fbafda6e242059b5fc09c4921c79a2c5599190b1ed8654016d268f93,0.000008
9026767e37f9143c9ac85a4a658be3f285a8bf3980e663efff7a57760f285798,0.000371
29235dcc8dbf82523513c980b5ccfbca7d650dced99408b1147eef82743f770e,0.455921
d639294b74a7a7ff575e663b6ce6c449cb927535d9bf39ce23169b5db50f3861,0.000120
c420f7559e75101781b733b54973c5b573bf86fe47637d6f88816e509ee45903,0.230777
e8fdf9f41f54443729f44a284abffa7536a663961fef997cd9130345ea5637ff,0.007792
d6cc03e80f7cb771a54311f09439171c63d8738a88e42c39893be0569d61b6ab,0.000394
6997971c5cc9a3583ee99e996aea6dbb570c9af424670230ab37a3d4f504ab39,0.015346
248a59e721e31a853aca836e36c0af4b012f4c8ec7bfae32c788e1ff6a1e58ed,0.000272
a4ec104f5dfe686d3f173d772b7b1ebd879aecd82743836d4da9e318d7a7b908,0.000820
732a0918c4671cb50f7bfdf8dab1f05e7cf9ea41bddb36309b7157f9237c36f8,0.007439
ccf52e5552fa15d05d8e7253c8c57f0cf6f2bcd89d9b6bb09a195fa3942b9124,0.229517
ba09ac25007f2c93aff84417e3cebdad4999cb85472103ff604c298ce062ba29,0.000076
449b77a8ff6327a603fa14a926b0322ff89d1f0ed8d7c50dc20bec95a3020642,0.083559
7e269e527988c4c9dd8e63f21e3257a7b19d20613fd1ee34e4aef088761c5d08,0.001360
f2fe55c32ffa3678554cc21d95169328b28343b2d6efce2e0f8498a285723b7f,0.000119
974852e439a8d7fa3d599a4113a0f92469434d301198117b78a91f08d5baf633,0.000718
c5dcf16f92c54ea9839f900e8052a1eef45dcf4e5171c7ccbfab6b96203aa82d,0.008241
eea1e5a1e39e6541914636db736e794c9903dc06c208c7d8dcc7515230fdc319,0.000089
58ee8c3df41feb9db7615df22eb79c4b316379eeda6caf20195c58960f94eca3,0.163701
23d17a081af445f80ddf5b92464dd42394276f6a8af69be9dcaa4d70724b6d8e,0.390887
87d50a34a3949a46596b226de99a38124ac88584cbb2ec9fa58dcf94ad7fcd4e,0.028852
355947148b598b7ca9dfb2127dad5e0a6bbe66d3f26174f0bd67c22f9737800f,0.083732
d7172649e623ec8e6a6811db566b669ade207061f89858a8d9466aa52646986d,0.008219
37a9a23afcb37f155cbcc2632642448d554492d3ba6e7fdea50f5e2dd5830a77,0.011690
65c60912efc9830c8c5c13e2fe4e5dd0e9fd8a82af2a3bf84fadd4f246317f65,0.231718
1ee519236c46c2d972e4df94956598e37b0a1b2b644b869d4edd388f7be3dc69,0.001565
e4d567ed7a448ad54dd41e221599434994aa01e36448b358cd7a9c720c4126ad,0.003564
31aec9c54315b3f4a311775ea9b9695e6f4a32a674be7a1a0ceae8238c3673fd,0.039344
6489f4794c04a3ff39833c0eb7858f795f934db114efa2f71e927310ed7c4966,0.005770
6983d34a3f4eab5abf8416ddb0da77a2dfd400583e621c57ea86a44d0d88e95b,0.000249
7cf9e116da0220642d47cf644e8a31825edff3780b304f9d0ce14a76ecc13678,0.019117
181bf3605d6f093cf257469e04c3a969b09ae129c8d3e5263c65db6e9d07fba8,0.587130
132594f8f73cdc580e5cb8e6aff48f79aad1c1b1a3e8b738d8d11a2a873ef787,0.032209
3cf61bcbf385563587369285e445e5a2d6410ce781ad11437ef9e3defa31eacf,0.006680
4a0a6cf4b40260cfd2f7b5424ceb9ee8e1663cf345d55e4f76a68e78f3af8d23,0.001608
ed30b2d87a55747f207acccb6ddaf7ea7b5ccb84823923be0c5fa80d3f1f0768,0.045540
997ff81749491a381ac02147944adb277a7d478e2ceca0b4bbbd30529c861f13,0.003358
6b5d766a0cf40d3521a8a8cdd39cfe3930ae22925fa4ae59e500e770e8aa24e9,0.009572
18e831185a58bfa37c86dd9d468d9ea2ecb1d969264f7589832f1a357652f45e,0.035200
b5742b932d4086e2bde19ed31dd503f5f015d523d355fb67a5d509971447c3a3,0.030358
9a726ecebce5075962fe6c6e8bdd892066316a076264d287251460dd076ee3cc,0.038836
3a8a2543886456eedabf6b75965a32b875b74fbdc2403f47e362595aa84d5991,0.014791
242d29aa568a893a8971dc5ba9ed0bc13139d06e0bcc5171dfffcb6c711ae42d,0.000249
83da266191f9b14b70bb39b477e74ef27706c8e1717704d84e7467ce8e13641c,0.003456
4391265027b8414a3697558c695413d4a740952e527817dfaeaf52c47eecb629,0.234060
c994106e77bfd7119c522f900db07fd33918f4d2f7b48bbd32af6734fa22a48d,0.012228
7af65eaef1ba3e680342ac54266d935f48cc6a6fa3008380d57a884d74af3f38,0.000869
c9001728e5547dca474d364198b138fbd9baa5e109d0e62a13a3de38e073bfe5,0.014699
2cc1c60cc5d7441a48946e9ee6f3235f126b4c3749cdcf28b2b773a28c2cb39f,0.002370
9d0f63de66b4f4a45588880c89c65c4855e7b79f6d3a2aec030c30f8fab981f6,0.020673
1d67a0104344c29d7258333ea286e80a65e35cfd3f75da2c51649c0e8409bd67,0.045030
2249ca2784fad29a0eada27a15dc9049e1f2f0e22ba0213092ed08b1a079037b,0.006353
072f9adb3950083fd72101b42a8d3d93e4654105581ed927b41a7c14956c64df,0.000260
72ba3652873406fbd08d3d18c7c8562b6137ec34db88d3b7fb3c3090868e95c1,0.071382
444178d39851e95f1203e155d7ae0eab279e92c5029f44b4da9600f027dcf807,0.013256
b1a0346b8e6107e010a7d36966c969a102e5522b88c95a39f63e41580c19473b,0.042127
b7d7c35e64266fe22df0e2e31098631df2ef9875ca2f5bd92d211aba74db756a,0.020178
6da2455ed0ed78d96f2e94ecf0400e1b2f1e915bc77cbd3bedbb3f72305fd690,0.097757
11de9866b1a787f4aac758fde2e128f521a3d43cabae0e7f10e90ad5205bb97e,0.019890
d51134a898f06e48261af6feab2a8c1f7e9ba16418195a5949004e4e0390cd55,0.259436
b0a03e493e4431efb41ef28461863c41f5837da056b5655fed67b5539fbab58c,0.011902
a7cc5294cef9b3dafa0049a2b4c04b30d620265bd39182b83fb1840cea826cbd,0.014990
7eb6b72eea83967eba88fbf09761f62deb5c9d4f5a6019f3450d1bc9e7c6ecd8,0.000550
68fd73db8305ed2e1f03e61b83056d9c5fc6252cc91e2b5ce97796a67ec3908f,0.005992
2ce000c8bd70cf177b89ae62b704ff164328507114b1fbe1d3e91c5ced098997,0.071406
f2962a44899a502aa644e27eb8f17f1d7346d9c35a470fb8fbee38059643e66c,0.003928
39597826f4e240d812d5a173ef2fa6b859ed9d7a52ec6bb89d84a6dd5444561f,0.011275
3c9a513dbaf01188105352b514401ca9980420111422f54e07b5d266e55b7ad3,0.041971
6c4596c514652a1d73c5fdf89d3e8e198f50892e2d2f2864bbe91122f1b1497a,0.117782
15f494d79be2fb7a53f720b3ad76b6c05df6dfa91687693333c18a0424c04678,0.000032
d22d0a4fc5e172bc44fcad3f4a256632aae7ce7a5d92ecdea170427ddb28a768,0.010512
6d5349bc92df242a1a7385cac50268c7c6f10dc88118264de577b95acad8de4c,0.051833
e7aa8914f6bfd2c68ead5873ff4d0243e6385f4a1aa5fc39102c393dc3edc288,0.043088
52e688754ca6e7c5561356fb5f473f0de28d82d167133d11fec7d0228c38e522,0.000148
80a56ab3a92299f667bf3f0bf480bc213fdb1f8adcfb17847a94f8058fe132f4,0.002849
9ad0093c810bd4b4fc10b23a1ee8962fc4981b91a0458ad576a8972944218e6c,0.105561
d5375cf2368b68e32bc10e186bb539bf781b0e37c4a1bacc35917787132fb3d7,0.289813
37b834665fc07da4e8e1bb7aedc055d1b54aced68476ea74965503f0429e5879,0.002635
1ac6099d70416210e4075ed000e24ad62b2037f542678fcca7f7c17ac344f70e,0.006847
975d8ba6d7218dffe41877825bf7dfa728a0e8b436a15be71476438967f849b4,0.047833
5c32559f762ac1c8f8c102b56817ea0f6617fbe94d70f0a08d09471d9814ae0c,0.007055
3bf3163ff0d53fdec26e3ea6f97bd299942d4d4c2c568c05c0a2f37dba715fab,0.170518
dbf5b0c76bef5c899d6aa7fc709682492fcf4c579089a34910ef7f2d577e0f58,0.018213
32c24467b38e4122a76f4667836dcadc59760729919a6b984280476079f1c0cf,0.000481
dfea988def528a8a5c62c95982cb3ca5a8bc1632e108f9b47cf903f06d35c3f0,0.008635
ccbec141f17f85496efca734ef322775ca606dd4bd2485d805c6b076f77ec4a6,0.015660
966f96a3b8609db3c733d4ddab3bcf8a6645b15c43c0d743d0d45b90404a17d8,0.007442
1917f95c505a3cfe7de0d90cfc78ed4276057740ef801007bceae3cbaa64c175,0.007302
96867aca80f001c724781d40618966e531b18ae7559dc41f5ac195046b8604d7,0.002011
bcec86279f1770f2310900d0721fe6fbb73c3fc080e03b88745163488536608e,0.000891
39cc08f4f22894bf0f0ea92e891806b43bfe43f8eab08e252f0df633a4ff1df7,0.004612
67a121d695f553f9338421cc1210ed0c1255f70126daffc2f99c80f1936cf9f7,0.038934
ad4fb567a384387958656acf2e71cad81a8529748ba468d35d29a0646d9cfbcd,0.030771
2d48f1dfcf46a6861910dd67d67ee87778f8f0f119fc3eecc83567da473061b4,0.288812
6bc680ee3a19ab3d85d24a2c9f3e6d486950f2e66d19063e0483915591822283,0.102396
372843d553cd61d90f0bf2cff803f725e3f2cfe32239c7456fcf389cb59cca24,0.031000
d0ebf0e158866d4ac684468d853e45460d9a17d7c983a85a1733707db038f87f,0.000534
96224c7a9396f45bdae86bcd625b9663fe1153b0b08490b4cfc9ace3c08987cb,0.008171
e61dd02488f163f5b6f843d338ba41becd541a7ab7983728dd761107c756e859,0.035489
b442ccab7263ba9c26123a8803d0d84b710f2fe224d182745cce6d07f210ec16,0.001616
8229fe97637862ce80393927aa2460049999cdc09fc0b3028f4b1357b669260e,0.670183
115c576244154a4f26772b405fa688051e1739963f4b8f56826e973a1dd3be49,0.000304
18986020793922bda499011b42379bc359913c608457ab27b275c9764b77c9ee,0.008003
e66a9f843bc104de0a7bd489d8eaebc947223023650a624597761fe60d4fd1a9,0.018730
964ad99edc99cd80a758bf39f66f8f96ee9e59f30b12778610e4e5f07f67ab8d,0.000230
40305a2421b0dbe7d6daaa401348510eda35b29b9a2723b9cf5589f8c7bd912b,0.012074
1110f65bd97f2f40eec8c13f369f7a8de8654a393f2b2e99bf116de089f7d7a6,0.016987
f0bb8bedc4acfa3dcb352f00edad19c2f110e83607a375a3e261fc9735bd1250,0.060773
6116f3128bb72075f406c41f0809e37c3d030d964e069001d4a0b2925055248c,0.133945
ab40d9e81d9ab8f157c1cbdc00bbf44b72c8d610512f62c1aeb59b818b2ea9ab,0.002770
efee02508c544b7fd963d38bc50682d6add3a7a7d9a64c0d7218b2cb8fd2b105,0.000296
3faf13d8f81fb849e692a057eb625956b1099e178d4ae9a5b724f4294cb5f3c8,0.000264
f3fb0a3a302e36f68f77e7f8b4c0b91d3e9df5916f364c01c72a4ed35aa6f90a,0.017139
4293943e6938885303af202b722bc17f15679b5b7693e53f6ad3fb93564d5590,0.067538
383765e54238282332244c77df1b8ed43f950a3d93b4479c2c40c1261efabcc7,0.054137
6f335c3834c24270e861e45a1570ff2d4dae7542ad11002146d908042fce6b21,0.083991
49c0f6dcf4ff372c3d6ab2d3b13a5147843cbdc3a4f4bedcbdbc27d2ebabb77c,0.024139
00e3ecc1d9eb3218e65970a10deaa6f1320e816b542d5d07f11c0fdac1107a9a,0.016224
310033639068bab02d5780f613a5722a8210536387a1f4071b30311b896a6c6b,0.021285
e4096ae198b6b410449c2c4a9128f317d7c302fdd2ee9d38c0b8849a206162b9,0.003815
b0a11c5ad0a4d797c463d971ba02ce8d098d31ff51756380319453c9e82c0bfb,0.031485
68938ed2dc96ab5ae33fe89437303700be9485f8ad10ec661403510947af4c47,0.001458
46e97b592d757be7a8252944f2dab48b06674bd12b0602a8dea63ee00d0bcdff,0.326262
ed9451d0e489df407f301484b805550db7bd72d32357dd60563dcf3d93895384,0.031977
ef95531323f2517f509c6872f22e5d20b55c7fa6303ab9cd3075e76d3eebeb0c,0.040856
d7498766bbbfd9f23d876b9fe8055faf87f4cfc1cbf06086924a1d483346d0d8,0.412381
aa63a57dec9a43bcf9ace605b7273a6fc79b2a55203ef5bd4796d5a88f316cc8,0.000657
fc88dc58832e599edb91c6309506ac48b8a81c32668cadbeb6757779ed5d550a,0.012747
bfe21f4dea1f01a20556bd34142db0d5a13861cf45e4eb71dcf75ea83a7d7315,0.017698
1290671ac48d9ed17145ca20a939959e94d0875864baf1e2aea3cbd2857a1279,0.013311
83da16dbfb1f95b7c2a588dde574d041ad53b6a1eca5133c9b60a9757fff78d3,0.002984
167e74a49534e3fe7a1def2a688fbd1b01212527f59b3dc65720e7079c74ca63,0.312267
e9b55f2763487338acf7cf4ef0859b1df4bce917add1c755376390274f85115c,0.012763
e0ad258b137734cddf8371cac72397e8327af648bb3f8850528b412413e952fc,0.025979
7cff60b33390f1759b974809642019315420497de14e3f19dc9bc435efb1ff0e,0.140545
0acfe039c9ab7e4dbd7fb2bd99148e2156ae1f76a0c2bef52547ac47fa19d616,0.180025
54460ae914443f46feabed08842eac6f55c7b6845fe2f1872777950cd405ea4f,0.000900
7fdc1adb744ddee28c009851321e578941db2c21c492e081deee2351ad042c72,0.002523
37781f23e2c85b494a4a269e9031c327aa16352db853e3339aebaac32516cc5b,0.230971
1260a56dff6ef65fab4e26b9db8d8f2e49ce062cbc428284a20bd86f51cc54f8,0.003541
b9cc08df1a1c2321326dd64b26eb464566e5dcba0c283b0654a3c5d33ab8ee1f,0.013527
37bd299d48000f27591f47538453ecbc3220d801958e2e568855379141d2cf35,0.033818
d4639aff9f00b56a1d0816849f83e2061e0bbbc4770bcd059f0b89c1d7701128,0.053058
7f14eca65d51aa76eb0aed3c989716a3a5bad2a875a80b839fa41860f8776353,0.000736
540fdc9c48a7e27f4dd1837d0d23f2413e0a08371352236e4d7d94a3d610db79,0.008379
f762eaeff1f20a9ba69bf0551b78c6690f535466a00e404db26211b86d97d5be,0.246027
bc061c685ec5cb9849e60ee7e921b1c64c13349e1c9440840fa3c6dc42c82590,0.000256
29493494c8b4eea97620805e330c03c84e5b5380d0af391553b3fd8573f46d44,0.005300
d70a6d9325b469fce63226a708e488d80039b09874d6c668155cd86d138a010c,0.002169
2bb751e121d24cf5351c441d112ad00e804f5906a2df42475bd28995d52c3c93,0.067624
1ee9d95af0348efc473839ea440ce0c6f004e88128579bf256b076c348b7a8c3,0.016327
9533553e04eaf0295a6a371bf65d2da273088b5bab21724958b3fe77cd8b2f6a,0.002779
63c29b5a9656410387c4e2916585cc631bce7d9842b9b270f18d3401156a7620,0.000643
1164832f283df6d017c2ed377fefc263be665580deaeafd5e85cdeaf5849d494,0.000818
